Unnamed: 0,x_i,x_j,Label
3049,thats what happens when i,try to do something like this: $(function() {     $('#my-list').,GPT_NEO
3050,and i was no,longer a member of the team.,GPT_NEO
3051,he gripped it tight to reduce the,pressure on the back of his neck.,GPT_NEO
3052,"i stand , needing to get",the ball rolling.,GPT_NEO
3053,leona stepped forward and shoved kira hard,into the back of the head.,GPT_NEO
3054,"kendall preened , striking faux-sexy poses that",are often seen in the movies.,GPT_NEO
3055,it started ripping and tearing,at the edges of the screen.,GPT_NEO
3056,he throws his chopsticks on the,floor.,GPT_NEO
3057,"on and on he went , that is","the, the,",GPT_NEO
3058,sumi sat back on her haunches to,listen to the music.,GPT_NEO
3059, you said there were a couple of,things that I didn't know about the game.,GPT_NEO
3060,though he was a master at using shadow,to make his own.,GPT_NEO
3061,angie was sure her eyes were going to pop out,of her head.,GPT_NEO
3062,as did the former head of security for,the US embassy in London.,GPT_NEO
3063,"she fired a single bullet , the slug",was fired from the same gun.,GPT_NEO
3064,campbell picks up a small folded piece of paper,and a pencil.,GPT_NEO
3065,he proved to be a most interesting dinner companion,".  The evening was spent in the dining room, where the two men sat together,",GPT_NEO
3066,"water drips down my forehead , across my","eyes, and I can't help but feel a little sick.",GPT_NEO
3067,the little brother is trying to,get a job.,GPT_NEO
3068,"*  no , '' she",,GPT_NEO
3069,only then had i been in a position,to do it.,GPT_NEO
3070,"a cynical twist to his mouth , he finally","said, ""I'm sorry, but I'm not going to be able to do this.",GPT_NEO
3071,he just couldnt imagine that his drunk act would,be the last thing he'd ever do.,GPT_NEO
3072, i wonder of it was a good,idea to use a different color for the background.,GPT_NEO
3073,being a single mother was n't something i,could do.,GPT_NEO
3074," dang , and i always thought it said","that the ""solution"" was the solution to the problem.",GPT_NEO
3075,you had no right to,be angry with you.,GPT_NEO
3076,as they rode up the drop ( on,the left side of the drop) and then down the drop ( on the right side of the drop).,GPT_NEO
3077,but i was still,"in the middle of the night, and i was still in the middle of the night,",GPT_NEO
3078,even though my feelings for him were all,too much for me.,GPT_NEO
3079,steven reynolds had a high,chance of winning the title.,GPT_NEO
3080," no longer even , '' she",was still in the room.,GPT_NEO
3081,he 'd waited as long as he could,to get the,GPT_NEO
3082,"like every other surface in the shop , its interior","is a bit more complex than the one in the shop, but its interior is still a bit more complex than the one in the shop,",GPT_NEO
3083,but i 'd have to ... if,i want to.,GPT_NEO
3084,if morikawa had visions of apes wielding soldering,"iron,",GPT_NEO
3085,"he had n't found the pattern yet ,",ut I was able to find it.,GPT_NEO
3086,"and suddenly , almost too simply , too","uch, too much,",GPT_NEO
3087,he pulled me towards,him.,GPT_NEO
3088,ive never used a weapon,".  ""I'm sorry,"" he said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
3089,"when you 're pulling down minimum wage , you","an't get a job in the city, you can't get a job in the city,",GPT_NEO
3090,"i turned around , afraid i was going","to be a bit late to the party, i was going to be a bit late to the party,",GPT_NEO
3091,"to my surprise , her brows",rose and her eyes narrowed.,GPT_NEO
3092,nearby was an iv pole with a direct,line of sight to the north.,GPT_NEO
3093,"he demanded ,  open for",the first time.,GPT_NEO
3094,it is not that she,"is not a woman, but that she is a woman.",GPT_NEO
3095,"and as delia searched his eyes , finding this new","""I am not a man of the world, but a man of the world,",GPT_NEO
3096, all the way,to the end of the day.,GPT_NEO
3097,"he shoved his hands into his pockets ,","and then he pulled out a small, plastic bag.",GPT_NEO
3098,carl would be happy if he never,had to go to the  courtroom.,GPT_NEO
3099,"josh was always good at defense , and","he was always good at defense, and he was always good at defense,",GPT_NEO
3100,he had been talking shit about nan too,".  ""I'm not going to do that,",GPT_NEO
3101,"just remember , anna is operating under",the same name as the other two.,GPT_NEO
3102, i ca n't work in l.a. but,i can't find the file in the folder.,GPT_NEO
3103, i need you to,do it.,GPT_NEO
3104,i knew that once i arrived at the,airport i was in a hurry to get home.,GPT_NEO
3105,"it fell out of her hands ,",and she was crying.,GPT_NEO
3106,perhaps she was more phoenix,than she was.,GPT_NEO
3107, just remember that a secret is usually,a secret.,GPT_NEO
3108,"two women , one wi white","one wi black, one wi white,",GPT_NEO
3109,no need to get a,new car.,GPT_NEO
3110,i was restlessly fidgeting from,the chair.,GPT_NEO
3111,he waved imploringly to,the man.,GPT_NEO
3112, she 's coming to,see her.,GPT_NEO
3113,"shaw paused for a moment , then turned",to face him.,GPT_NEO
3114,an occasional break in the clouds revealed its,"own  ""I'm sorry, but I'm not going to be able to do that.",GPT_NEO
3115,"it spreads over me , slowly taking over",my body and my mind.,GPT_NEO
3116,"grey guessed , but you",can't tell from the way you look at it.,GPT_NEO
3117,"fear tightened around her heart ,",and she was so happy.,GPT_NEO
3118,"with that , he hung up , and hannah","as gone, and he was gone,",GPT_NEO
3119,someone had typed a phrase using,"the word ""soul"" in the first place.",GPT_NEO
3120,a trio of jeeps quietly hummed up a,little.,GPT_NEO
3121,they were so boring that harley found himself,in the middle of a couple of the most interesting things in the world.,GPT_NEO
3122,more than a third of the female werewolves,".  The first two werewolves were the most common, and the third was the least common. The first waswolf was the most common,",GPT_NEO
3123,the room beyond wasnt as large as joyah had,been.,GPT_NEO
3124,"so , how about a","little more of that?  I'm not sure if I'm going to be able to do this, but I'm going to try.",GPT_NEO
3125," okay , '' he",said.,GPT_NEO
3126,he 'd given her a job and the,money she had to spend on her own.,GPT_NEO
3127,darios bag sat partially opened on,the floor.,GPT_NEO
3128, i 've eaten lunch here,"'I'm not hungry, but I'm hungry.",GPT_NEO
3129,she sat on the,"edge of the bed, her eyes closed.",GPT_NEO
3130,it was n't cold enough to frost - not,even a little bit.,GPT_NEO
3131,"it disappeared inside , kind of like when",you're in a room and you're in a room and you're in a room and you're in a room and you're in a room and you're in a room and you're in a room and,GPT_NEO
3132,she 'd woken up many christmas mornings to,"the sound of the sounds of the birds, and the sound of the birds,",GPT_NEO
3133,did you tell him to,"go to the bathroom?""  ""No, I didn't.",GPT_NEO
3134," and what ' , rasped the same","I was thinking about the ', rasped the same.",GPT_NEO
3135,ghleanna pushed the fur off and,the fur was gone.,GPT_NEO
3136,how much worse would it be,if the government had to pay for the services of a private company?  The answer is that the government is not a private company.,GPT_NEO
3137,and i had paid,for it.,GPT_NEO
3138,he clenches his jaw,". ""I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry",GPT_NEO
3139,she raised a weak hand to his,head.,GPT_NEO
3140, my point is that gin 's not,a good idea.,GPT_NEO
3141, continue cooperating in such a manner and,in such a manner as to prevent the occurrence of the aforesaid injury.,GPT_NEO
3142,mom made her break,out of her shell.,GPT_NEO
3143,"he focused on kate , and seeing how serious","he was, he was not sure how to approach the problem.",GPT_NEO
3144,dean helped her buckle on the heavy pack,".  ""I'm sorry,"" she said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
3145,"she 'd enjoyed kicking cindey 's ass ,",ut she 'd never had a chance to do it again.,GPT_NEO
3146,i thought lilys was,a good idea.,GPT_NEO
3147, yes   and your employer will,not be able to provide you with the,GPT_NEO
3148,they 'd learned to talk late at night,", and to listen to the radio.",GPT_NEO
3149,perdita 's shouting at me that if i drop eighteen,i'll be eighteen.,GPT_NEO
3150,"he could n't handle much more pain ,",ut I'm not sure if it's a good thing to do.,GPT_NEO
3151,"at roughly the twenty minute mark , the",first time the game was played.,GPT_NEO
3152, a convenient excuse to,"use the word ""cure"" in the context of the case at hand.",GPT_NEO
3153,he did not feel comfortable talking about nisa,'s death.,GPT_NEO
3154,they stood and faced,the crowd.,GPT_NEO
3155," this is just tragic , '' the",only thing that can be done is to get the police to come and take the case.,GPT_NEO
3156,i loved watching him in complete awe of,his incredible talent.,GPT_NEO
3157,bethany planted her body firmly in,"the air, and she was still.",GPT_NEO
3158,until the night of my father 's funeral,"""I was a little boy, and I was a little boy.",GPT_NEO
3159,as he sat in his cell thinking about grace he,had been given.,GPT_NEO
3160,"i turn , certain of what i will",say is that the first thing i will say is that the first thing i will say is that the first thing i will say is that the first thing i will say is that the first thing i will say is,GPT_NEO
3161,"in the end , the circle decided that",it was time to go.,GPT_NEO
3162,i opened the door to see will standing,"there, and he said, ""I'm going to go to the bathroom.",GPT_NEO
3163, i said no because danny,was not there.,GPT_NEO
3164,he wants you to get,out of the way.,GPT_NEO
3165,i got the gist of what,I was saying.,GPT_NEO
3166,she grabbed it and wrapped,it around her waist.,GPT_NEO
3167,the engine growled as the,engine started to run.,GPT_NEO
3168,ritchie had purchased tickets for himself and steph,-e-l-e-l-e-l-e-l-e-l-e-l-e-l-e-l-e-l-e-l,GPT_NEO
3169,i worry he will stand me up again,".  ""I'm sorry,",GPT_NEO
3170,answering the question another voice,in the room.,GPT_NEO
3171,"and even then ,",it is not a good idea to use the same name for the same object.,GPT_NEO
3172,even then no one is sure whether,the  evidence is sufficient to support the verdict.,GPT_NEO
3173,it would get messy giving you back your,old life.,GPT_NEO
3174, aaron came by,to see me.,GPT_NEO
3175, the high-speed flying,-wing aircraft.,GPT_NEO
3176,sometimes i feel like,i'm missing something.,GPT_NEO
3177,"about midday today , even though the tension",between the two sides is still high.,GPT_NEO
3178," i do n't know why , but i",an't find any solution for this problem.,GPT_NEO
3179," in cali , '' he","said,",GPT_NEO
3180,"no single task was difficult , but a",lot of people were able to do it.,GPT_NEO
3181,years of working long hours and not taking,care of the children.,GPT_NEO
3182,"as a girl with good sense , how","to make her feel good, how to make her feel good,",GPT_NEO
3183,laura knew the exact moment when,she was going to be able to get her hands on the phone.,GPT_NEO
3184,"prentice called and he was closer ,",but he was not there.,GPT_NEO
3185,the behemoth shifted to,"the left, and the left-side of the screen was the only way to get the right-side of the screen.",GPT_NEO
3186,'so what does the,"word ""s"" mean?  A:  The word ""s"" is a noun, and the word ""s"" is a verb.",GPT_NEO
3187,"arland smiled again ,",and then he looked at the sky.,GPT_NEO
3188, do the scots do that,"?  A:  You can use the following code to get the scots to work: $(function() {     $(""#scots"").",GPT_NEO
3189,shed landed one good kick or,two in the process.,GPT_NEO
3190,it became hard to see,".  ""I'm sorry,"" he said. ""I'm sorry.""  ""I'm sorry,",GPT_NEO
3191,like it was a search,for a new way to make money.,GPT_NEO
3192,i can tell by the worried expression on her,face.,GPT_NEO
3193,i could see he knew i was looking at him,".  ""I'm sorry, I didn't mean to hurt you,",GPT_NEO
