Unnamed: 0,x_i,x_j,Label
3114,an occasional break in the clouds revealed its,true nature.,GPT2
3115,"it spreads over me , slowly taking over",my body and making me feel like I'm in a trance.,GPT2
3116,"grey guessed , but you",can't tell if it's a typo or not.,GPT2
3117,"fear tightened around her heart ,",and she felt her heart beat faster and faster.,GPT2
3118,"with that , he hung up , and hannah","was gone , and she was gone ,",GPT2
3119,someone had typed a phrase using,a different language than the one he was using.,GPT2
3120,a trio of jeeps quietly hummed up a,"hill, and the driver, who was driving a BMW, was about to turn around.",GPT2
3121,they were so boring that harley found himself,in a room with a bunch of people who were all looking at him.,GPT2
3122,more than a third of the female werewolves,".The study, published in the journal Nature Communications,",GPT2
3123,the room beyond wasnt as large as joyah had,hoped.,GPT2
3124,"so , how about a","little bit of history?The first thing to note is that the first time I saw the movie, I was in the middle of a movie about a group of people who were trying to get a job.",GPT2
3125," okay , '' he",said.,GPT2
3126,he 'd given her a job and the,"money to buy her a house, and she was a good girl,",GPT2
3127,darios bag sat partially opened on,the floor.,GPT2
3128, i 've eaten lunch here,". I'm not sure if I'm going to eat it or not,",GPT2
3129,she sat on the,"floor, her hands on her hips, her face contorted in a way that made her feel like she was about to cry.",GPT2
3130,it was n't cold enough to frost - not,cold enough to melt - not cold enough to melt - not cold enough to melt - not cold enough to melt - not cold enough to melt - not cold enough to melt - not cold enough to melt,GPT2
3131,"it disappeared inside , kind of like when",you're in a car and you're driving down the street and you're driving down the street and you're driving down the street and you're driving down the street and you're driving down the street and you,GPT2
3132,she 'd woken up many christmas mornings to,find that I had been sleeping on the floor of my room.,GPT2
3133,did you tell him to,"stop?""""I don't know.",GPT2
3134," and what ' , rasped the same",question over and over again.,GPT2
3135,ghleanna pushed the fur off and,started to walk away.,GPT2
3136,how much worse would it be,if the government had to pay for the cost of the new roads?The government has already announced that it will pay for the cost of the new roads by 2019-20.,GPT2
3137,and i had paid,"for the car, but i was not able to get it back.",GPT2
3138,he clenches his jaw,". ""I'm not going to let you go. I'm not going to let you go. I'm not going to let you go. I'm not going to let you go. I'm not going to let you",GPT2
3139,she raised a weak hand to his,face.,GPT2
3140, my point is that gin 's not,a good way to drink.,GPT2
3141, continue cooperating in such a manner and,to cooperate in the investigation of the matter.,GPT2
3142,mom made her break,out of the house and went to the bathroom.,GPT2
3143,"he focused on kate , and seeing how serious","she was about her work, she decided to take a break from her work and focus on her life.",GPT2
3144,dean helped her buckle on the heavy pack,".""I'm not going to let you down,"" she said. ""I'm going to keep you safe.""The two women were taken to the hospital,",GPT2
3145,"she 'd enjoyed kicking cindey 's ass ,",but he was a little too busy to do so.,GPT2
3146,i thought lilys was,a good idea.,GPT2
3147, yes   and your employer will,be able to pay you for the rest of your life.,GPT2
3148,they 'd learned to talk late at night,", and they were very quiet,' "" he said.",GPT2
3149,perdita 's shouting at me that if i drop eighteen,"dollars on the floor, I'll be kicked out of the house.",GPT2
3150,"he could n't handle much more pain ,",but he was still able to hold his breath.,GPT2
3151,"at roughly the twenty minute mark , the",first of which is the first of the three days of the month.,GPT2
3152, a convenient excuse to,get a little more creative.,GPT2
3153,he did not feel comfortable talking about nisa,'s death.,GPT2
3154,they stood and faced,each other.,GPT2
3155," this is just tragic , '' the",man said.,GPT2
3156,i loved watching him in complete awe of,his abilities.,GPT2
3157,bethany planted her body firmly in,the ground.,GPT2
3158,until the night of my father 's funeral,", I was in the middle of a long walk, and I heard a voice say, 'I am the son of a whore.",GPT2
3159,as he sat in his cell thinking about grace he,had been given.,GPT2
3160,"i turn , certain of what i will","say is true,",GPT2
3161,"in the end , the circle decided that",the best way to get the best results was to use a different method.,GPT2
3162,i opened the door to see will standing,in the doorway.,GPT2
3163, i said no because danny,was a little too busy.,GPT2
3164,he wants you to get,out of the way.,GPT2
3165,i got the gist of what,happened.,GPT2
3166,she grabbed it and wrapped,it around her neck.,GPT2
3167,the engine growled as the,engine was pulled out of the engine bay.,GPT2
3168,ritchie had purchased tickets for himself and steph,"ano, who were both in the same class.",GPT2
3169,i worry he will stand me up again,".""I'm sorry,",GPT2
3170,answering the question another voice,"in the room, ""What do you think of the new law?""""I think it's a good idea,"" said the man.",GPT2
3171,"and even then ,",it's not a good idea to use a single line of code to write a single line of code.,GPT2
3172,even then no one is sure whether,the man who killed the woman was a Muslim or not.,GPT2
3173,it would get messy giving you back your,money.,GPT2
3174, aaron came by,"and said, ""I'm going to take you to the hospital.",GPT2
3175, the high-speed flying,car.,GPT2
3176,sometimes i feel like,"i'm in a bad place)I'm not sure if this is a good thing or not, but I'm not sure if this is a good thing or not,",GPT2
3177,"about midday today , even though the tension",is still high.,GPT2
3178," i do n't know why , but i",do know that i do know that i do know that i do know that i do know that i do know that i do know that i do know that i do know that i do know that i do,GPT2
3179," in cali , '' he",said.,GPT2
3180,"no single task was difficult , but a",few were difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be difficult enough to be,GPT2
3181,years of working long hours and not taking,time off to care for children.,GPT2
3182,"as a girl with good sense , how","can you not be a girl with good sense?I'm not sure if you're aware of the fact that the word ""girl"" is used in the same way as ""girl"" in the dictionary",GPT2
3183,laura knew the exact moment when,she would be able to get her hands on the phone.,GPT2
3184,"prentice called and he was closer ,",and he said he was going to go to the hospital.,GPT2
3185,the behemoth shifted to,"the right, and the two sides of the room were filled with people who were looking at the two sides of the room.",GPT2
3186,'so what does the,world need?The answer is that the world needs to be made more like the world we live in.,GPT2
3187,"arland smiled again ,","""I'm glad you're here.",GPT2
3188, do the scots do that,?I'm not sure if I'm going to be able to do that.,GPT2
3189,shed landed one good kick or,two.,GPT2
3190,it became hard to see,".""I was just trying to get out of the house,",GPT2
3191,like it was a search,for a new way to do things.,GPT2
3192,i can tell by the worried expression on her,face.,GPT2
3193,i could see he knew i was looking at him,. i was looking at him. i was looking at him. i was looking at him. i was looking at him. i was looking at him. i was looking at him. i was looking,GPT2
3194, maybe it started as professional jealousy when lady,friends of mine were dating.,GPT2
3195, we 're closer than,ever to a deal that will bring us closer to the end of the world.,GPT2
3196," well , what time should","I start?If you're not sure what time to start, here's a quick guide to help you get started.",GPT2
3197, then we 'll get you,back to the game.,GPT2
3198,i can not understand why,he is so angry.,GPT2
3199,my anger is replaced by,a sense of relief.,GPT2
3200,if she could n't allow herself to be,taken in by the other.,GPT2
3201, i did n't have an,idea of what I was doing.,GPT2
3202,"he squeezed the trigger instead of pulling it ,",and the trigger was pulled back.,GPT2
3203,and the reach of coursa is long indeed if,you are a man of the world.,GPT2
3204,"a dense , feather-light bee suit shimmers",in the sun.,GPT2
3205,she could wear them day and night because she,was so beautiful.,GPT2
3206,"but i 'd come this far ,","i 'd come this far , i 'd come this far ,",GPT2
3207,as if we were on the verge of,a war.,GPT2
3208,"diana came into view , beautiful and majestic",", and she was the first to see the great city of the world.",GPT2
3209,"if you had stayed a little longer ,",you would have been able to get a better deal.,GPT2
3210,"she was about to go back outside ,",but she was stopped by a man who was trying to get her to leave.,GPT2
3211,it 's such a smart,move.,GPT2
3212, i 'm just finishing my freshman year,of college.,GPT2
3213,the creature exed odd jumbles of muscles as,it moves.,GPT2
3214,i do not for one minute,believe that the world is in a state of war with the United States.,GPT2
3215,just got in the passenger,"seat and I was like, 'Oh my God, I'm so sorry.",GPT2
3216,i knew that there were at least three,other people who were in the room.,GPT2
3217,"id rather just run , she insisted",that she was not going to be a part of the team.,GPT2
3218,"imagine a soldier that was bulletproof , imagine","a soldier that was not bulletproof , imagine a soldier that was not bulletproof ,",GPT2
3219,"blake was a magnificent distraction , but",he was also a great player.,GPT2
3220,"i started writing everything down , but then",he started to get a little bit more creative.,GPT2
