Unnamed: 0,x_i,x_j,Label
2984,what we had to do was overcome him and,his enemies and find a path towards peace.,Gemini
2985,all in a day 's,work.,Gemini
2986,"chapter 2  halleigh , since you 're","since you're new to the team, we'll need to start with the basics.",Gemini
2987,my eyes are wide as dallas has her,eyes widen in surprise.,Gemini
2988,"she 'd made up with perry , but had an",a lingering sense of resentment.,Gemini
2989," you , on the other hand , just go",just run away from your problems.,Gemini
2990,it became all about survival-about getting away from,everything that had happened in her life.,Gemini
2991,she took one and threw it at the,"wall, her anger growing.",Gemini
2992," goodby , '' he said","he said, his voice barely a whisper.",Gemini
2993,"unable to claim her mind , it instead","tried to take control, but it was already too late.",Gemini
2994,"my dearest richard , by the time you","you’re promoted to captain, I’ll be sure to celebrate with you.",Gemini
2995,she had never really gotten used to the,she was far from happy in her current situation.,Gemini
2996, your ex is here,I know he’s probably coming to see me.,Gemini
2997,there was no reason for,for this to happen.,Gemini
2998,the lone air traffic controller seemed startled to see,a speeding car approaching the runway.,Gemini
2999,"then again , it was also burdened by",burdened by a dark secret.,Gemini
3000,"they found chora in your locker ,",and I felt a chill run down my spine.,Gemini
3001,he was on his,way to the top.,Gemini
3002,five levels of box seats adorned with fleur-des-lis,were lavishly decorated.,Gemini
3003,i dropped my head and let,my head and cried.,Gemini
3004,"her opponent was a rough-looking boxer , with nearly shaved","head, his expression grim.",Gemini
3005, very much in the same relationship to humans,to chimpanzees.,Gemini
3006, just felt like picking,picking a fight.,Gemini
3007,"some people chat , but my sister and i",just argue.,Gemini
3008,"obviously , they 've been hiding here under",the floorboards.,Gemini
3009,the giant winged reptile had broken a,wing.,Gemini
3010,those blue eyes made me want to,do anything for him.,Gemini
3011,"she lay panting , her eyes closed",her breaths coming in ragged gasps.,Gemini
3012,we got the call,the emergency call.,Gemini
3013,"she looked up to see jemmy hovering there , eyes","filled with a strange, unsettling intensity.",Gemini
3014,there 's nothing suspicious about the man ;,he seemed completely normal.,Gemini
3015,"but their mission , differing profoundly from my own",was completely different.,Gemini
3016,jack had taken me back to my cabana and showed,showed me his collection of rare coins.,Gemini
3017,before teddy could say anything i totally agreed,agreed without hesitation.,Gemini
3018,are any of those churches,situated in this quiet little town?,Gemini
3019,i stopped the car and rolled down the passenger-side window,and let the cool air rush in.,Gemini
3020,"at the moment , i 'm just looking",looking for answers.,Gemini
3021,at first lisa is n't sure,sure what was happening.,Gemini
3022,particularly your insinuations about,especially your accusations.,Gemini
3023,she was drinking too much of late and,and her health was rapidly deteriorating.,Gemini
3024, he killed a whole,village.,Gemini
3025,she remembered what they 'd done together,and a wave of nostalgia washed over her.,Gemini
3026,the girls take a common deep breath and,and held their breath.,Gemini
3027,he nibbled and bit at,"the remnants of the cake, his eyes fixed on the prize.",Gemini
3028,the wall of darkness faded from the copper,"walls, and the oppressive darkness began to recede.",Gemini
3029," ah , did",you see what I mean?,Gemini
3030,i ran out the door and down,"the stairs, my heart pounding in my chest.",Gemini
3031,"yes , you were aroused , which in turn was",a direct result of his actions.,Gemini
3032,he reached inside and shut the,"the box tightly, his expression grim.",Gemini
3033, i am trying really hard not to use the,that word.,Gemini
3034,she turned around quickly before laura could see,she could see me.,Gemini
3035,"he 's young , and he 's",ambitious.,Gemini
3036,"he makes me feel so wanted , so desired","desired, and it was exhilarating.",Gemini
3037,"demons and ghouls , allow me to introduce",the newest members of our team.,Gemini
3038, do you want,want to talk about this?,Gemini
3039, i told my assistant andrea,she’d already started working on the solution.,Gemini
3040,follow my logic :,"if you follow my reasoning carefully, you will see that my conclusion is correct.",Gemini
3041,"that was not the pleasant , sort of geeky voice",it was sharp and sarcastic.,Gemini
3042,the light from the open door spilled over the,"floor, creating a warm, inviting atmosphere.",Gemini
3043,"if all of you , hollywood 's elite",would ever admit this to anyone.,Gemini
3044, you do n't show that bit of,kind of vulnerability.,Gemini
3045,i wish i could make it all,everything go back to normal again.,Gemini
3046,"petya didnt reply , just scooped about a","handful of dirt, his face grim.",Gemini
3047,he pulled her into his arms and,"kissed her softly, his touch gentle and reassuring.",Gemini
3048, i thought you were,done with this.,Gemini
3049,thats what happens when i,let my guard down.,Gemini
3050,and i was no,an expert.,Gemini
3051,he gripped it tight to reduce the,pressure on the wound.,Gemini
3052,"i stand , needing to get",and get out of here.,Gemini
3053,leona stepped forward and shoved kira hard,and knocked her to the ground.,Gemini
3054,"kendall preened , striking faux-sexy poses that",that made everyone uncomfortable.,Gemini
3055,it started ripping and tearing,and shattering into pieces.,Gemini
3056,he throws his chopsticks on the,"table, his anger evident.",Gemini
3057,"on and on he went , that is",was a blatant lie.,Gemini
3058,sumi sat back on her haunches to,get herself ready for the upcoming event.,Gemini
3059, you said there were a couple of,potential suspects.,Gemini
3060,though he was a master at using shadow,"manipulating shadows, he could create illusions that were almost impossible to detect.",Gemini
3061,angie was sure her eyes were going to pop out,were going to faint.,Gemini
3062,as did the former head of security for,the same company.,Gemini
3063,"she fired a single bullet , the slug",ricocheted off a nearby wall.,Gemini
3064,campbell picks up a small folded piece of paper,"and began to read, a look of intensity on his face.",Gemini
3065,he proved to be a most interesting dinner companion,and he was clearly enjoying himself.,Gemini
3066,"water drips down my forehead , across my","cheeks, a fine sheen of sweat on my brow.",Gemini
3067,the little brother is trying to,make a run for it.,Gemini
3068,"*  no , '' she","she said, her voice tight with frustration.",Gemini
3069,only then had i been in a position,in a position to help.,Gemini
3070,"a cynical twist to his mouth , he finally",confessed his deepest fears.,Gemini
3071,he just couldnt imagine that his drunk act would,would ruin his career.,Gemini
3072, i wonder of it was a good,"good idea, but it's also very risky.",Gemini
3073,being a single mother was n't something i,ever wanted.,Gemini
3074," dang , and i always thought it said",it said something completely different.,Gemini
3075,you had no right to,interfere in this matter.,Gemini
3076,as they rode up the drop ( on,"the rollercoaster, I felt a surge of adrenaline.",Gemini
3077,but i was still,"worried, but there was a sense of hope.",Gemini
3078,even though my feelings for him were all,completely one-sided.,Gemini
3079,steven reynolds had a high,reputation.,Gemini
3080," no longer even , '' she","she said, her voice strained.",Gemini
3081,he 'd waited as long as he could,until he was certain he was doing the right thing.,Gemini
3082,"like every other surface in the shop , its interior",was meticulously clean and organized.,Gemini
3083,but i 'd have to ... if,I had to tell him the truth.,Gemini
3084,if morikawa had visions of apes wielding soldering,of robots building spaceships.,Gemini
3085,"he had n't found the pattern yet ,",but he was determined to find the answer.,Gemini
3086,"and suddenly , almost too simply , too","effortlessly, and the tension in the room lessened.",Gemini
3087,he pulled me towards,"closer, his eyes filled with a mixture of desire and apprehension.",Gemini
3088,ive never used a weapon,"a weapon before, but I knew I had to protect myself.",Gemini
3089,"when you 're pulling down minimum wage , you",can't afford to make mistakes.,Gemini
3090,"i turned around , afraid i was going",to run away from my problems.,Gemini
3091,"to my surprise , her brows",eyebrows shot up in surprise.,Gemini
3092,nearby was an iv pole with a direct,bag of saline solution hanging from it.,Gemini
3093,"he demanded ,  open for",the door open now!,Gemini
3094,it is not that she,wants to do this.,Gemini
3095,"and as delia searched his eyes , finding this new",look of pure joy spread across her face.,Gemini
3096, all the way,to the top of the mountain.,Gemini
3097,"he shoved his hands into his pockets ,",his shoulders slumped in defeat.,Gemini
3098,carl would be happy if he never,had to go through with this again.,Gemini
3099,"josh was always good at defense , and",was a natural strategist.,Gemini
3100,he had been talking shit about nan too,and it made me furious.,Gemini
3101,"just remember , anna is operating under",a very difficult situation.,Gemini
3102, i ca n't work in l.a. but,I can work remotely.,Gemini
3103, i need you to,help me with this.,Gemini
3104,i knew that once i arrived at the,"the scene of the crime, I knew I had to act fast.",Gemini
3105,"it fell out of her hands ,",and she gasped in surprise.,Gemini
3106,perhaps she was more phoenix,than she appeared.,Gemini
3107, just remember that a secret is usually,kept secret for a very long time.,Gemini
3108,"two women , one wi white",one with dark hair.,Gemini
3109,no need to get a,worry about it.,Gemini
3110,i was restlessly fidgeting from,nervous energy.,Gemini
